cb_date,bs_date,cb_desc,bs_desc,cb_credit,bs_credit,cb_debit,bs_debit,cb_balance,bs_balance,date_diff,desc_similarity,debit_diff,credit_diff,balance_diff,label
2020-01-01,2020-01-16,software consulting service payment,business travel - client meeting expenses,500000.0,0.0,0.0,90000.0,5500000.0,10585000.0,15,42,90000.0,500000.0,5085000.0,1
2020-01-01,2020-01-17,software consulting service payment,software development service payment,500000.0,600000.0,0.0,0.0,5500000.0,11185000.0,16,79,0.0,100000.0,5685000.0,1
2020-01-01,2020-01-17,software consulting service payment,office equipment purchase,500000.0,0.0,0.0,200000.0,5500000.0,10985000.0,16,40,200000.0,500000.0,5485000.0,1
2020-01-01,2020-01-18,software consulting service payment,custom software development service payment,500000.0,700000.0,0.0,0.0,5500000.0,11685000.0,17,72,0.0,200000.0,6185000.0,1
2020-01-01,2020-01-18,software consulting service payment,staff training session,500000.0,0.0,0.0,120000.0,5500000.0,11565000.0,17,46,120000.0,500000.0,6065000.0,1
2020-01-01,2020-01-19,software consulting service payment,software consulting revenue,500000.0,400000.0,0.0,0.0,5500000.0,11965000.0,18,77,0.0,100000.0,6465000.0,1
2020-01-01,2020-01-19,software consulting service payment,office furniture purchase,500000.0,0.0,0.0,150000.0,5500000.0,11815000.0,18,40,150000.0,500000.0,6315000.0,1
2020-01-01,2020-01-20,software consulting service payment,cloud platform subscription payment,500000.0,600000.0,0.0,0.0,5500000.0,12415000.0,19,49,0.0,100000.0,6915000.0,1
2020-01-01,2020-01-20,software consulting service payment,business trip expenses - client meeting,500000.0,0.0,0.0,80000.0,5500000.0,12335000.0,19,38,80000.0,500000.0,6835000.0,1
2020-01-01,2020-01-21,software consulting service payment,legacy software modernization revenue,500000.0,500000.0,0.0,0.0,5500000.0,12835000.0,20,53,0.0,0.0,7335000.0,1
2020-01-01,2020-01-21,software consulting service payment,website development costs,500000.0,0.0,0.0,250000.0,5500000.0,12585000.0,20,43,250000.0,500000.0,7085000.0,1
2020-01-01,2020-01-22,software consulting service payment,saas application revenue,500000.0,650000.0,0.0,0.0,5500000.0,13235000.0,21,41,0.0,150000.0,7735000.0,1
2020-01-01,2020-01-22,software consulting service payment,it equipment upgrade,500000.0,0.0,0.0,175000.0,5500000.0,13060000.0,21,33,175000.0,500000.0,7560000.0,1
2020-01-01,2020-01-23,software consulting service payment,custom software solution payment,500000.0,500000.0,0.0,0.0,5500000.0,13560000.0,22,66,0.0,0.0,8060000.0,1
2020-01-01,2020-01-23,software consulting service payment,marketing expense - event sponsorship,500000.0,0.0,0.0,200000.0,5500000.0,13360000.0,22,42,200000.0,500000.0,7860000.0,1
2020-01-01,2020-01-24,software consulting service payment,cloud data backup service,500000.0,450000.0,0.0,0.0,5500000.0,13810000.0,23,47,0.0,50000.0,8310000.0,1
2020-01-01,2020-01-24,software consulting service payment,office maintenance - hvac repair,500000.0,0.0,0.0,100000.0,5500000.0,13710000.0,23,39,100000.0,500000.0,8210000.0,1
2020-01-01,2020-01-25,software consulting service payment,software licensing renewal,500000.0,400000.0,0.0,0.0,5500000.0,14110000.0,24,62,0.0,100000.0,8610000.0,1
2020-01-01,2020-01-25,software consulting service payment,employee wellness program,500000.0,0.0,0.0,75000.0,5500000.0,14035000.0,24,33,75000.0,500000.0,8535000.0,1
2020-01-01,2020-01-26,software consulting service payment,software product revenue,500000.0,700000.0,0.0,0.0,5500000.0,14735000.0,25,58,0.0,200000.0,9235000.0,1
2020-01-01,2020-01-26,software consulting service payment,office cleaning service,500000.0,0.0,0.0,30000.0,5500000.0,14705000.0,25,59,30000.0,500000.0,9205000.0,1
2020-01-01,2020-01-27,software consulting service payment,it support services - client zeta,500000.0,600000.0,0.0,0.0,5500000.0,15305000.0,26,50,0.0,100000.0,9805000.0,1
2020-01-01,2020-01-27,software consulting service payment,employee training program - soft skills,500000.0,0.0,0.0,40000.0,5500000.0,15265000.0,26,32,40000.0,500000.0,9765000.0,1
2020-01-01,2020-01-28,software consulting service payment,software customization payment,500000.0,350000.0,0.0,0.0,5500000.0,15615000.0,27,68,0.0,150000.0,10115000.0,1
2020-01-01,2020-01-28,software consulting service payment,office supplies replenishment,500000.0,0.0,0.0,60000.0,5500000.0,15555000.0,27,50,60000.0,500000.0,10055000.0,1
2020-01-01,2020-01-29,software consulting service payment,cloud computing service payment,500000.0,450000.0,0.0,0.0,5500000.0,16005000.0,28,76,0.0,50000.0,10505000.0,1
2020-01-01,2020-01-29,software consulting service payment,business conference expenses,500000.0,0.0,0.0,50000.0,5500000.0,15955000.0,28,44,50000.0,500000.0,10455000.0,1
2020-01-01,2020-01-30,software consulting service payment,saas platform payment,500000.0,550000.0,0.0,0.0,5500000.0,16505000.0,29,50,0.0,50000.0,11005000.0,1
2020-01-01,2020-01-30,software consulting service payment,marketing materials printing,500000.0,0.0,0.0,120000.0,5500000.0,16385000.0,29,48,120000.0,500000.0,10885000.0,1
2020-01-01,2020-01-31,software consulting service payment,software development revenue,500000.0,500000.0,0.0,0.0,5500000.0,16885000.0,30,54,0.0,0.0,11385000.0,1
2020-01-01,2020-01-31,software consulting service payment,freelancer payment - software testing,500000.0,0.0,0.0,90000.0,5500000.0,16795000.0,30,42,90000.0,500000.0,11295000.0,1
2020-01-01,2020-02-01,software consulting service payment,custom software development service payment,500000.0,600000.0,0.0,0.0,5500000.0,17395000.0,31,72,0.0,100000.0,11895000.0,1
2020-01-01,2020-02-01,software consulting service payment,office lease payment - february,500000.0,0.0,0.0,100000.0,5500000.0,17295000.0,31,45,100000.0,500000.0,11795000.0,1
2020-01-01,2020-02-01,software consulting service payment,staff training - project management,500000.0,0.0,0.0,50000.0,5500000.0,17245000.0,31,49,50000.0,500000.0,11745000.0,1
2020-01-01,2020-02-02,software consulting service payment,cloud application development revenue,500000.0,450000.0,0.0,0.0,5500000.0,17695000.0,32,44,0.0,50000.0,12195000.0,1
2020-01-01,2020-02-02,software consulting service payment,it infrastructure upgrade,500000.0,0.0,0.0,200000.0,5500000.0,17495000.0,32,40,200000.0,500000.0,11995000.0,1
2020-01-01,2020-02-02,software consulting service payment,business travel - client meeting expenses,500000.0,0.0,0.0,75000.0,5500000.0,17420000.0,32,42,75000.0,500000.0,11920000.0,1
2020-01-01,2020-02-03,software consulting service payment,saas application revenue,500000.0,550000.0,0.0,0.0,5500000.0,17970000.0,33,41,0.0,50000.0,12470000.0,1
2020-01-01,2020-02-03,software consulting service payment,freelancer payment - mobile app design,500000.0,0.0,0.0,120000.0,5500000.0,17850000.0,33,41,120000.0,500000.0,12350000.0,1
2020-01-01,2020-02-03,software consulting service payment,office furniture purchase,500000.0,0.0,0.0,80000.0,5500000.0,17770000.0,33,40,80000.0,500000.0,12270000.0,1
2020-01-01,2020-02-04,software consulting service payment,enterprise software development revenue,500000.0,500000.0,0.0,0.0,5500000.0,18270000.0,34,46,0.0,0.0,12770000.0,1
2020-01-01,2020-02-04,software consulting service payment,office maintenance - monthly cleaning,500000.0,0.0,0.0,25000.0,5500000.0,18245000.0,34,39,25000.0,500000.0,12745000.0,1
2020-01-01,2020-02-04,software consulting service payment,employee bonuses - performance rewards,500000.0,0.0,0.0,150000.0,5500000.0,18095000.0,34,36,150000.0,500000.0,12595000.0,1
2020-01-01,2020-02-05,software consulting service payment,cloud service subscription renewal,500000.0,400000.0,0.0,0.0,5500000.0,18495000.0,35,43,0.0,100000.0,12995000.0,1
2020-01-01,2020-02-05,software consulting service payment,freelancer payment - backend development,500000.0,0.0,0.0,100000.0,5500000.0,18395000.0,35,43,100000.0,500000.0,12895000.0,1
2020-01-01,2020-02-05,software consulting service payment,software licensing fee - annual,500000.0,0.0,0.0,75000.0,5500000.0,18320000.0,35,64,75000.0,500000.0,12820000.0,1
2020-01-01,2020-02-06,software consulting service payment,software product sales - revenue,500000.0,600000.0,0.0,0.0,5500000.0,18920000.0,36,57,0.0,100000.0,13420000.0,1
2020-01-01,2020-02-06,software consulting service payment,it support services - monthly subscription,500000.0,0.0,0.0,50000.0,5500000.0,18870000.0,36,44,50000.0,500000.0,13370000.0,1
2020-01-01,2020-02-06,software consulting service payment,marketing campaign - social media ads,500000.0,0.0,0.0,80000.0,5500000.0,18790000.0,36,36,80000.0,500000.0,13290000.0,1
2020-01-01,2020-02-07,software consulting service payment,software product development - client payment,500000.0,700000.0,0.0,0.0,5500000.0,19490000.0,37,62,0.0,200000.0,13990000.0,1
2020-01-01,2020-02-07,software consulting service payment,office equipment purchase - new computers,500000.0,0.0,0.0,150000.0,5500000.0,19340000.0,37,37,150000.0,500000.0,13840000.0,1
2020-01-01,2020-02-07,software consulting service payment,business travel expenses - conference,500000.0,0.0,0.0,120000.0,5500000.0,19220000.0,37,33,120000.0,500000.0,13720000.0,1
2020-01-01,2020-02-08,software consulting service payment,custom software development payment,500000.0,550000.0,0.0,0.0,5500000.0,19770000.0,38,57,0.0,50000.0,14270000.0,1
2020-01-01,2020-02-08,software consulting service payment,office supplies purchase - monthly stock,500000.0,0.0,0.0,30000.0,5500000.0,19740000.0,38,43,30000.0,500000.0,14240000.0,1
2020-01-01,2020-02-08,software consulting service payment,freelancer payment - ui/ux design,500000.0,0.0,0.0,100000.0,5500000.0,19640000.0,38,44,100000.0,500000.0,14140000.0,1
2020-01-01,2020-02-09,software consulting service payment,cloud application development - client payment,500000.0,800000.0,0.0,0.0,5500000.0,20440000.0,39,49,0.0,300000.0,14940000.0,1
2020-01-01,2020-02-09,software consulting service payment,staff health insurance premium,500000.0,0.0,0.0,40000.0,5500000.0,20400000.0,39,46,40000.0,500000.0,14900000.0,1
2020-01-01,2020-02-09,software consulting service payment,marketing campaign - online ads,500000.0,0.0,0.0,90000.0,5500000.0,20310000.0,39,39,90000.0,500000.0,14810000.0,1
2020-01-01,2020-02-10,software consulting service payment,enterprise software development - client payment,500000.0,600000.0,0.0,0.0,5500000.0,20910000.0,40,55,0.0,100000.0,15410000.0,1
2020-01-01,2020-02-10,software consulting service payment,office lease payment - february,500000.0,0.0,0.0,100000.0,5500000.0,20810000.0,40,45,100000.0,500000.0,15310000.0,1
2020-01-01,2020-02-10,software consulting service payment,staff training - project management workshop,500000.0,0.0,0.0,60000.0,5500000.0,20750000.0,40,43,60000.0,500000.0,15250000.0,1
2020-01-01,2020-02-11,software consulting service payment,saas revenue - subscription renewal,500000.0,500000.0,0.0,0.0,5500000.0,21250000.0,41,40,0.0,0.0,15750000.0,1
2020-01-01,2020-02-11,software consulting service payment,it equipment maintenance,500000.0,0.0,0.0,150000.0,5500000.0,21100000.0,41,34,150000.0,500000.0,15600000.0,1
2020-01-01,2020-02-11,software consulting service payment,freelancer payment - backend development,500000.0,0.0,0.0,120000.0,5500000.0,20980000.0,41,43,120000.0,500000.0,15480000.0,1
2020-01-01,2020-02-12,software consulting service payment,software licensing payment,500000.0,400000.0,0.0,0.0,5500000.0,21380000.0,42,75,0.0,100000.0,15880000.0,1
2020-01-01,2020-02-12,software consulting service payment,office snacks - monthly refill,500000.0,0.0,0.0,15000.0,5500000.0,21365000.0,42,34,15000.0,500000.0,15865000.0,1
2020-01-01,2020-02-12,software consulting service payment,business consulting fee - retainer,500000.0,300000.0,0.0,0.0,5500000.0,21665000.0,42,55,0.0,200000.0,16165000.0,1
2020-01-01,2020-02-13,software consulting service payment,custom software development service payment,500000.0,650000.0,0.0,0.0,5500000.0,22315000.0,43,72,0.0,150000.0,16815000.0,1
2020-01-01,2020-02-13,software consulting service payment,office equipment maintenance,500000.0,0.0,0.0,80000.0,5500000.0,22235000.0,43,38,80000.0,500000.0,16735000.0,1
2020-01-01,2020-02-13,software consulting service payment,employee bonuses - annual performance,500000.0,0.0,0.0,200000.0,5500000.0,22035000.0,43,36,200000.0,500000.0,16535000.0,1
2020-01-01,2020-02-14,software consulting service payment,software product sales - client payment,500000.0,700000.0,0.0,0.0,5500000.0,22735000.0,44,68,0.0,200000.0,17235000.0,1
2020-01-01,2020-02-14,software consulting service payment,office lease payment - february,500000.0,0.0,0.0,100000.0,5500000.0,22635000.0,44,45,100000.0,500000.0,17135000.0,1
2020-01-01,2020-02-14,software consulting service payment,it support services - monthly fee,500000.0,0.0,0.0,50000.0,5500000.0,22585000.0,44,50,50000.0,500000.0,17085000.0,1
2020-01-01,2020-02-15,software consulting service payment,cloud application development - client payment,500000.0,550000.0,0.0,0.0,5500000.0,23135000.0,45,49,0.0,50000.0,17635000.0,1
2020-01-01,2020-02-15,software consulting service payment,marketing campaign - seo services,500000.0,0.0,0.0,70000.0,5500000.0,23065000.0,45,44,70000.0,500000.0,17565000.0,1
2020-01-01,2020-02-15,software consulting service payment,staff training - software development workshop,500000.0,0.0,0.0,60000.0,5500000.0,23005000.0,45,44,60000.0,500000.0,17505000.0,1
2020-01-01,2020-02-16,software consulting service payment,enterprise software development - client payment,500000.0,600000.0,0.0,0.0,5500000.0,23605000.0,46,55,0.0,100000.0,18105000.0,1
2020-01-01,2020-02-16,software consulting service payment,office supplies purchase,500000.0,0.0,0.0,30000.0,5500000.0,23575000.0,46,44,30000.0,500000.0,18075000.0,1
2020-01-01,2020-02-16,software consulting service payment,freelancer payment - front-end developer,500000.0,0.0,0.0,100000.0,5500000.0,23475000.0,46,40,100000.0,500000.0,17975000.0,1
2020-01-01,2020-02-17,software consulting service payment,saas product sales - client subscription,500000.0,700000.0,0.0,0.0,5500000.0,24175000.0,47,43,0.0,200000.0,18675000.0,1
2020-01-01,2020-02-17,software consulting service payment,employee health insurance premiums,500000.0,0.0,0.0,40000.0,5500000.0,24135000.0,47,41,40000.0,500000.0,18635000.0,1
2020-01-01,2020-02-17,software consulting service payment,business travel expenses - client meeting,500000.0,0.0,0.0,120000.0,5500000.0,24015000.0,47,37,120000.0,500000.0,18515000.0,1
2020-01-01,2020-02-18,software consulting service payment,cloud service revenue - client payment,500000.0,500000.0,0.0,0.0,5500000.0,24515000.0,48,52,0.0,0.0,19015000.0,1
2020-01-01,2020-02-18,software consulting service payment,office renovation costs - furniture & fixtures,500000.0,0.0,0.0,150000.0,5500000.0,24365000.0,48,37,150000.0,500000.0,18865000.0,1
2020-01-01,2020-02-18,software consulting service payment,marketing campaign - content creation,500000.0,0.0,0.0,90000.0,5500000.0,24275000.0,48,39,90000.0,500000.0,18775000.0,1
2020-01-01,2020-02-19,software consulting service payment,custom software development - client payment,500000.0,750000.0,0.0,0.0,5500000.0,25025000.0,49,58,0.0,250000.0,19525000.0,1
2020-01-01,2020-02-19,software consulting service payment,office lease payment - march,500000.0,0.0,0.0,120000.0,5500000.0,24905000.0,49,48,120000.0,500000.0,19405000.0,1
2020-01-01,2020-02-19,software consulting service payment,employee training - leadership development,500000.0,0.0,0.0,80000.0,5500000.0,24825000.0,49,44,80000.0,500000.0,19325000.0,1
2020-01-01,2020-02-20,software consulting service payment,saas subscription renewal - client payment,500000.0,500000.0,0.0,0.0,5500000.0,25325000.0,50,52,0.0,0.0,19825000.0,1
2020-01-01,2020-02-20,software consulting service payment,it equipment purchase - new servers,500000.0,0.0,0.0,200000.0,5500000.0,25125000.0,50,34,200000.0,500000.0,19625000.0,1
2020-01-01,2020-02-20,software consulting service payment,marketing campaign - email marketing,500000.0,0.0,0.0,50000.0,5500000.0,25075000.0,50,39,50000.0,500000.0,19575000.0,1
2020-01-01,2020-02-21,software consulting service payment,software licensing renewal - client payment,500000.0,600000.0,0.0,0.0,5500000.0,25675000.0,51,69,0.0,100000.0,20175000.0,1
2020-01-01,2020-02-21,software consulting service payment,office maintenance - hvac repair,500000.0,0.0,0.0,40000.0,5500000.0,25635000.0,51,39,40000.0,500000.0,20135000.0,1
2020-01-01,2020-02-21,software consulting service payment,freelancer payment - mobile app development,500000.0,0.0,0.0,130000.0,5500000.0,25505000.0,51,41,130000.0,500000.0,20005000.0,1
2020-01-01,2020-02-22,software consulting service payment,enterprise software development - client payment,500000.0,700000.0,0.0,0.0,5500000.0,26205000.0,52,55,0.0,200000.0,20705000.0,1
2020-01-01,2020-02-22,software consulting service payment,business consulting fee - retainer,500000.0,350000.0,0.0,0.0,5500000.0,26555000.0,52,55,0.0,150000.0,21055000.0,1
2020-01-01,2020-02-22,software consulting service payment,employee training - soft skills workshop,500000.0,0.0,0.0,50000.0,5500000.0,26505000.0,52,32,50000.0,500000.0,21005000.0,1
2020-01-01,2020-02-23,software consulting service payment,saas product sales - client payment,500000.0,600000.0,0.0,0.0,5500000.0,27105000.0,53,54,0.0,100000.0,21605000.0,1
2020-01-01,2020-02-23,software consulting service payment,office snacks - monthly refill,500000.0,0.0,0.0,15000.0,5500000.0,27090000.0,53,34,15000.0,500000.0,21590000.0,1
2020-01-01,2020-02-23,software consulting service payment,legal fees - contract review,500000.0,0.0,0.0,40000.0,5500000.0,27050000.0,53,38,40000.0,500000.0,21550000.0,1
2020-01-01,2020-02-24,software consulting service payment,cloud application development - client payment,500000.0,750000.0,0.0,0.0,5500000.0,27800000.0,54,49,0.0,250000.0,22300000.0,1
2020-01-01,2020-02-24,software consulting service payment,it equipment purchase - networking hardware,500000.0,0.0,0.0,100000.0,5500000.0,27700000.0,54,33,100000.0,500000.0,22200000.0,1
2020-01-01,2020-02-24,software consulting service payment,marketing materials - brochure design,500000.0,0.0,0.0,25000.0,5500000.0,27675000.0,54,44,25000.0,500000.0,22175000.0,1
2020-01-01,2020-02-25,software consulting service payment,legacy software modernization - client payment,500000.0,900000.0,0.0,0.0,5500000.0,28575000.0,55,62,0.0,400000.0,23075000.0,1
2020-01-01,2020-02-25,software consulting service payment,freelancer payment - backend developer,500000.0,0.0,0.0,200000.0,5500000.0,28375000.0,55,41,200000.0,500000.0,22875000.0,1
2020-01-01,2020-02-25,software consulting service payment,office lease payment - march,500000.0,0.0,0.0,120000.0,5500000.0,28255000.0,55,48,120000.0,500000.0,22755000.0,1
2020-01-01,2020-02-26,software consulting service payment,custom software development - client payment,500000.0,500000.0,0.0,0.0,5500000.0,28755000.0,56,58,0.0,0.0,23255000.0,1
2020-01-01,2020-02-26,software consulting service payment,employee bonuses - performance awards,500000.0,0.0,0.0,150000.0,5500000.0,28605000.0,56,36,150000.0,500000.0,23105000.0,1
2020-01-01,2020-02-26,software consulting service payment,staff health insurance premiums,500000.0,0.0,0.0,40000.0,5500000.0,28565000.0,56,45,40000.0,500000.0,23065000.0,1
2020-01-01,2020-02-27,software consulting service payment,saas subscription renewal - client payment,500000.0,700000.0,0.0,0.0,5500000.0,29265000.0,57,52,0.0,200000.0,23765000.0,1
2020-01-01,2020-02-27,software consulting service payment,office maintenance - cleaning services,500000.0,0.0,0.0,25000.0,5500000.0,29240000.0,57,52,25000.0,500000.0,23740000.0,1
2020-01-01,2020-02-27,software consulting service payment,digital marketing services - campaign expenses,500000.0,0.0,0.0,100000.0,5500000.0,29140000.0,57,52,100000.0,500000.0,23640000.0,1
2020-01-01,2020-02-28,software consulting service payment,cloud application development - client payment,500000.0,750000.0,0.0,0.0,5500000.0,29890000.0,58,49,0.0,250000.0,24390000.0,1
2020-01-01,2020-02-28,software consulting service payment,it equipment purchase - new computers,500000.0,0.0,0.0,250000.0,5500000.0,29640000.0,58,33,250000.0,500000.0,24140000.0,1
2020-01-01,2020-02-28,software consulting service payment,employee training - leadership development,500000.0,0.0,0.0,100000.0,5500000.0,29540000.0,58,44,100000.0,500000.0,24040000.0,1
2020-01-01,2020-03-01,software consulting service payment,custom software development - client payment,500000.0,850000.0,0.0,0.0,5500000.0,30390000.0,60,58,0.0,350000.0,24890000.0,1
2020-01-01,2020-03-01,software consulting service payment,mobile application development - client payment,500000.0,600000.0,0.0,0.0,5500000.0,30990000.0,60,49,0.0,100000.0,25490000.0,1
2020-01-01,2020-03-01,software consulting service payment,office lease payment - april,500000.0,0.0,0.0,120000.0,5500000.0,30870000.0,60,48,120000.0,500000.0,25370000.0,1
2020-01-01,2020-03-02,software consulting service payment,devops automation - client payment,500000.0,700000.0,0.0,0.0,5500000.0,31570000.0,61,52,0.0,200000.0,26070000.0,1
2020-01-01,2020-03-02,software consulting service payment,software prototyping - client payment,500000.0,500000.0,0.0,0.0,5500000.0,32070000.0,61,69,0.0,0.0,26570000.0,1
2020-01-01,2020-03-02,software consulting service payment,marketing campaign - social media ads,500000.0,0.0,0.0,80000.0,5500000.0,31990000.0,61,36,80000.0,500000.0,26490000.0,1
2020-01-01,2020-03-03,software consulting service payment,web application development - client payment,500000.0,750000.0,0.0,0.0,5500000.0,32740000.0,62,51,0.0,250000.0,27240000.0,1
2020-01-01,2020-03-03,software consulting service payment,cloud computing - client payment,500000.0,900000.0,0.0,0.0,5500000.0,33640000.0,62,60,0.0,400000.0,28140000.0,1
2020-01-01,2020-03-03,software consulting service payment,freelancer payment - backend developer,500000.0,0.0,0.0,150000.0,5500000.0,33490000.0,62,41,150000.0,500000.0,27990000.0,1
2020-01-01,2020-03-04,software consulting service payment,quality assurance - client payment,500000.0,800000.0,0.0,0.0,5500000.0,34290000.0,63,49,0.0,300000.0,28790000.0,1
2020-01-01,2020-03-04,software consulting service payment,systems integration - client payment,500000.0,1000000.0,0.0,0.0,5500000.0,35290000.0,63,54,0.0,500000.0,29790000.0,1
2020-01-01,2020-03-04,software consulting service payment,office snacks - monthly refill,500000.0,0.0,0.0,15000.0,5500000.0,35275000.0,63,34,15000.0,500000.0,29775000.0,1
2020-01-01,2020-03-05,software consulting service payment,devops automation - system implementation,500000.0,650000.0,0.0,0.0,5500000.0,35925000.0,64,42,0.0,150000.0,30425000.0,1
2020-01-01,2020-03-05,software consulting service payment,custom software development - maintenance,500000.0,500000.0,0.0,0.0,5500000.0,36425000.0,64,45,0.0,0.0,30925000.0,1
2020-01-01,2020-03-05,software consulting service payment,it hardware purchase - new workstations,500000.0,0.0,0.0,250000.0,5500000.0,36175000.0,64,35,250000.0,500000.0,30675000.0,1
2020-01-01,2020-03-06,software consulting service payment,mobile application development - maintenance,500000.0,400000.0,0.0,0.0,5500000.0,36575000.0,65,41,0.0,100000.0,31075000.0,1
2020-01-01,2020-03-06,software consulting service payment,software prototyping - client payment,500000.0,600000.0,0.0,0.0,5500000.0,37175000.0,65,69,0.0,100000.0,31675000.0,1
2020-01-01,2020-03-06,software consulting service payment,office cleaning services - monthly,500000.0,0.0,0.0,30000.0,5500000.0,37145000.0,65,61,30000.0,500000.0,31645000.0,1
2020-01-01,2020-03-07,software consulting service payment,custom software development - final payment,500000.0,750000.0,0.0,0.0,5500000.0,37895000.0,66,56,0.0,250000.0,32395000.0,1
2020-01-01,2020-03-07,software consulting service payment,cloud computing - service fees,500000.0,0.0,0.0,100000.0,5500000.0,37795000.0,66,58,100000.0,500000.0,32295000.0,1
